Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Fast,5734,97,0.7126352456207978,0.020476579643815197,0.20062868721923258,0.7008869821411919,0.02209017273438533,0.030180072484475184,0.9689312694194442,0.0008886580960806861
Slow,5733,97,0.6330603545033694,0.014391890706346664,0.1410111546578108,0.624296753107893,0.016155430251785532,0.04157234262383294,0.8902433069060204,0.06818435047014677
