Visit,N_subjects,N_trials,Accuracy,F1_Score,Mean_Subject_Acc,Std_Subject_Acc
1,49,5898,0.6432689047134622,0.619513363697393,0.6417197761160327,0.10683687545504311
2,34,3870,0.6945736434108527,0.6174155728649573,0.6923385952027831,0.17683446327660407
3,8,939,0.5516506922257721,0.4862240529528617,0.5765710657528487,0.16829568388002783
