subject_id,accuracy
0731_1000_539136F,0.7350427350427351
0731_1000_A6I5HI6,0.6370967741935484
0731_1000_U9TEJGM,0.6825396825396826
0802_1400_539136F,0.627906976744186
0802_1400_A6I5HI6,0.9541984732824428
0802_1400_U9TEJGM,0.7404580152671756
0806_1000_U9TEJGM,0.8091603053435115
0811_1000_4LI8GO7,0.768595041322314
0811_1000_539136F,0.7230769230769231
0811_1000_U9TEJGM,0.8091603053435115
0813_1000_539136F,0.7131782945736435
0813_1000_9M4VCHG,0.6341463414634146
0813_1000_U9TEJGM,0.734375
0813_1600_539136F,0.7096774193548387
0813_1600_9M4VCHG,0.5307692307692308
0813_1600_U9TEJGM,0.7967479674796748
0816_1400_539136F,0.8449612403100775
0816_1400_9M4VCHG,0.47580645161290325
0816_1400_U9TEJGM,0.648
0817_1000_539136F,0.5343511450381679
0817_1000_9M4VCHG,0.5954198473282443
0817_1000_U9TEJGM,0.7647058823529411
0818_1600_539136F,0.8787878787878788
0818_1600_9M4VCHG,0.8222222222222222
0818_1600_U9TEJGM,0.8106060606060606
0819_1400_539136F,0.6821705426356589
0819_1400_9M4VCHG,0.5339805825242718
0819_1400_U9TEJGM,0.8062015503875969
0823_1400_539136F,0.6641221374045801
0823_1400_9M4VCHG,1.0
0823_1400_U9TEJGM,0.6016260162601627
0824_1000_539136F,0.8091603053435115
0824_1000_9M4VCHG,0.6915887850467289
0824_1000_U9TEJGM,0.7456140350877193
0824_1600_539136F,0.6259541984732825
0824_1600_9M4VCHG,0.6640625
0824_1600_U9TEJGM,0.71900826446281
0825_1000_539136F,0.8648648648648649
0825_1000_9M4VCHG,0.5555555555555556
0825_1300_539136F,0.5564516129032258
0825_1300_9M4VCHG,0.680672268907563
0825_1300_U9TEJGM,0.6853932584269663
0826_1000_539136F,0.9848484848484849
0826_1000_9M4VCHG,0.5669291338582677
0826_1300_539136F,0.5909090909090909
0826_1300_9M4VCHG,0.7520661157024794
0826_1300_U9TEJGM,0.5769230769230769
0827_1000_539136F,0.734375
0827_1000_9M4VCHG,0.8320610687022901
0827_1000_U9TEJGM,0.8278688524590164
0828_1300_9M4VCHG,0.5752212389380531
0828_1300_U9TEJGM,0.7837837837837838
0830_1300_539136F,0.7142857142857143
0830_1300_9M4VCHG,0.8702290076335878
0830_1300_U9TEJGM,0.7751937984496124
0831_1000_539136F,0.6183206106870229
0831_1000_9M4VCHG,0.6455696202531646
0831_1000_U9TEJGM,0.9696969696969697
0831_1300_539136F,0.8
0831_1300_9M4VCHG,0.8235294117647058
0831_1300_U9TEJGM,0.7364341085271318
0901_1000_539136F,0.624
0901_1000_9M4VCHG,0.5725806451612904
0901_1000_U9TEJGM,0.9090909090909091
0901_1300_539136F,0.8620689655172413
0901_1300_9M4VCHG,0.3064516129032258
0901_1300_U9TEJGM,0.6328125
0915_1000_539136F,0.5798319327731093
0915_1000_9M4VCHG,0.9847328244274809
0915_1000_U9TEJGM,0.6951219512195121
0917_1030_539136F,0.549618320610687
0917_1030_9M4VCHG,1.0
0917_1030_U9TEJGM,0.7596899224806202
0920_1600_539136F,0.8359375
0920_1600_9M4VCHG,0.859375
0920_1600_U9TEJGM,0.7235772357723578
0922_1000_539136F,0.8211382113821138
0922_1000_9M4VCHG,0.8527131782945736
0922_1000_U9TEJGM,0.7272727272727273
0923_1000_539136F,0.9694656488549618
0923_1000_9M4VCHG,0.9236641221374046
0923_1000_U9TEJGM,0.7734375
0923_1600_539136F,0.7603305785123967
0923_1600_9M4VCHG,0.8153846153846154
0923_1600_U9TEJGM,0.7265625
0924_1000_539136F,0.6953125
0924_1000_9M4VCHG,0.9846153846153847
0924_1000_U9TEJGM,0.7916666666666666
0924_1600_539136F,0.864406779661017
0924_1600_9M4VCHG,0.7615384615384615
0924_1600_U9TEJGM,0.6910569105691057
0927_0930_539136F,0.8244274809160306
0927_0930_U9TEJGM,0.6565656565656566
0928_1600_539136F,0.5
0928_1600_9M4VCHG,0.7948717948717948
0928_1600_U9TEJGM,0.7849462365591398
0930_1700_539136F,1.0
0930_1700_9M4VCHG,0.7053571428571429
0930_1700_U9TEJGM,0.6666666666666666
1005_1600_539136F,0.8181818181818182
1005_1600_9M4VCHG,0.8211382113821138
1005_1600_U9TEJGM,1.0
