Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Low,4040,102,0.8103465628919742,0.018020560561620727,0.18110439226716474,0.749134257094887,0.022321657849710855,0.003355778243784756,0.4841396913770013,0.512504530379214
Medium,4035,102,0.731834779834042,0.017768885552434867,0.17857508972790237,0.6967927571760079,0.01888529652447,0.004921922478735047,0.8419559746208239,0.153122102900441
High,4032,102,0.7071319975288167,0.01514828244333741,0.1522383544291502,0.6801319005135862,0.016405425259226464,0.024159947008224384,0.5994104187161194,0.3764296342756561
