Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Fast,6256,97,0.7223448473281489,0.020873823707458133,0.2045208682563321,0.7091838166126827,0.023313195028372112,0.03456357148275183,0.961977854290914,0.003458574226334205
Slow,6255,97,0.6361006488745131,0.014215148564173758,0.13927944240033055,0.6275250290547132,0.016277368656024242,0.09869020437355472,0.8872397655109088,0.014070030115536434
