Modality,Average,Weighted,Stacking
Physiology,0.3333333333333333,0.030960283231149712,0.1832716159039449
Behavior,0.3333333333333333,0.9667944889698754,0.7505986759792957
Gaze,0.3333333333333333,0.002245227798974973,0.06612970811675925
