desktop_id,mean,std,count,sem
539136F,0.6967959631053133,0.14287771390499573,31,0.025661594958801895
9M4VCHG,0.6800364731183226,0.15665931162552954,30,0.02860194627351128
U9TEJGM,0.6894857452536071,0.09180140933534398,30,0.01676056756791108
