subject_id,accuracy
0811_1000_4LI8GO7,0.628099173553719
0811_1000_U9TEJGM,0.7520661157024794
0813_1000_9M4VCHG,0.6260162601626016
0813_1000_U9TEJGM,0.7289719626168224
0816_1400_539136F,0.8046875
0816_1400_9M4VCHG,0.391304347826087
0816_1400_U9TEJGM,0.64
0817_1000_539136F,0.5271317829457365
0817_1000_9M4VCHG,0.734375
0817_1000_U9TEJGM,0.7345132743362832
0818_1600_539136F,0.7121212121212122
0818_1600_9M4VCHG,0.8089887640449438
0818_1600_U9TEJGM,0.7054263565891473
0819_1400_539136F,0.5658914728682171
0819_1400_9M4VCHG,0.49473684210526314
0819_1400_U9TEJGM,0.751937984496124
0823_1400_539136F,0.4961832061068702
0823_1400_9M4VCHG,0.9847328244274809
0823_1400_U9TEJGM,0.5819672131147541
0824_1000_539136F,0.7984496124031008
0824_1000_9M4VCHG,0.7075471698113207
0824_1000_U9TEJGM,0.7876106194690266
0824_1600_539136F,0.6528925619834711
0824_1600_9M4VCHG,0.6171875
0824_1600_U9TEJGM,0.6446280991735537
0825_1300_9M4VCHG,0.6607142857142857
0826_1000_539136F,0.7954545454545454
0826_1000_9M4VCHG,0.6198347107438017
0826_1300_539136F,0.6136363636363636
0826_1300_9M4VCHG,0.6991150442477876
0826_1300_U9TEJGM,0.5342465753424658
0827_1000_539136F,0.6923076923076923
0827_1000_9M4VCHG,0.7131782945736435
0827_1000_U9TEJGM,0.6557377049180327
0828_1300_9M4VCHG,0.3893805309734513
0828_1300_U9TEJGM,0.8
0830_1300_539136F,0.7666666666666667
0830_1300_9M4VCHG,0.8740157480314961
0830_1300_U9TEJGM,0.6976744186046512
0831_1000_9M4VCHG,0.6911764705882353
0831_1300_539136F,0.8682170542635659
0831_1300_9M4VCHG,0.8389830508474576
0831_1300_U9TEJGM,0.5968992248062015
0901_1000_539136F,0.5702479338842975
0901_1000_9M4VCHG,0.6198347107438017
0901_1000_U9TEJGM,0.7803030303030303
0901_1300_539136F,0.8448275862068966
0901_1300_9M4VCHG,0.28225806451612906
0901_1300_U9TEJGM,0.5703125
0915_1000_539136F,0.4396551724137931
0915_1000_9M4VCHG,0.8015267175572519
0915_1000_U9TEJGM,0.6623376623376623
0917_1030_539136F,0.5923076923076923
0917_1030_9M4VCHG,0.9689922480620154
0917_1030_U9TEJGM,0.7751937984496124
0920_1600_539136F,0.765625
0920_1600_9M4VCHG,0.796875
0920_1600_U9TEJGM,0.6695652173913044
0922_1000_539136F,0.8292682926829268
0922_1000_9M4VCHG,0.7109375
0922_1000_U9TEJGM,0.75
0923_1000_539136F,0.9307692307692308
0923_1000_9M4VCHG,0.7709923664122137
0923_1000_U9TEJGM,0.6666666666666666
0923_1600_539136F,0.7024793388429752
0923_1600_U9TEJGM,0.6666666666666666
0924_1000_539136F,0.6850393700787402
0924_1000_9M4VCHG,0.9291338582677166
0924_1000_U9TEJGM,0.8333333333333334
0924_1600_539136F,0.864406779661017
0924_1600_9M4VCHG,0.640625
0924_1600_U9TEJGM,0.6339285714285714
0927_0930_539136F,0.7984496124031008
0927_0930_U9TEJGM,0.5454545454545454
0928_1600_539136F,0.41346153846153844
0928_1600_9M4VCHG,0.6842105263157895
0928_1600_U9TEJGM,0.8026315789473685
0930_1700_539136F,0.9157894736842105
0930_1700_9M4VCHG,0.6339285714285714
0930_1700_U9TEJGM,0.7073170731707317
1005_1600_9M4VCHG,0.8067226890756303
1005_1600_U9TEJGM,0.8461538461538461
