,0
v2_loso_acc,0.7383327447518871
v1v2_cross_acc,0.7644512730097138
v1v2_delta,0.026118528257826505
v1v2_p,0.007830134507195963
v3_loso_acc,0.7445857828368788
v1v3_cross_acc,0.753721550827139
v1v3_delta,0.00913576799025992
v1v3_p,0.7276472882095714
v2v3_cross_acc,0.7388742584613225
v2v3_delta,-0.0057115243755565485
v2v3_p,0.6910728550561993
