feature,cohens_d,p_value,invest_mean,keep_mean
gaze_x_std,-0.491519723385885,2.8105998761873243e-142,0.16243243270551438,0.18383820803024153
gaze_dispersion_x,-0.14700055150538727,1.4933517007929627e-14,0.3104153411465258,0.36445622353031004
gaze_dispersion_y,-0.0852953363875675,8.024001246279143e-06,0.18234286952278708,0.21628326929134642
gaze_velocity_max,-0.09949464068305124,1.9192603615130263e-07,17.433743340264513,21.775516211743774
gaze_path_length,-0.07645508133808028,6.27699840733128e-05,1.4592707451189728,1.7318447127896777
