pupil_feature,gaze_x_std,gaze_dispersion_x,gaze_path_length
pupil_slope_pre,0.23417166835642317,0.14699248919097258,0.10634847891861322
pupil_std_pre,-0.18149914732930603,-0.1681741312554932,-0.15325202515643876
pct_time_dilating_pre,0.09479787426464176,0.029572761949444817,0.010909704424487653
