Method,Accuracy,F1-Score,analysis_type,time_period,class_weighting,subgroup,file_source,subject_id,accuracy,Modality,Average,Weighted,Stacking,Visit,N_subjects,N_trials,F1_Score,Mean_Subject_Acc,Std_Subject_Acc,f1_score,Weight,feature,mean_abs_shap
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5,,,,,,,,,,,0.4509803921568627,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.2926829268292683,,,,,,,,,,,0.2178664096671361,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4651162790697674,,,,,,,,,,,0.4279428930591721,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.525,,,,,,,,,,,0.4475409836065574,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4146341463414634,,,,,,,,,,,0.3139759969028262,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4418604651162791,,,,,,,,,,,0.3696872493985565,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6046511627906976,,,,,,,,,,,0.5573484280160949,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6842105263157895,,,,,,,,,,,0.6586921850079746,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.1818181818181818,,,,,,,,,,,0.212309429700734,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7692307692307693,,,,,,,,,,,0.7456293706293706,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5909090909090909,,,,,,,,,,,0.661038961038961,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5116279069767442,,,,,,,,,,,0.5197090778486128,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7058823529411765,,,,,,,,,,,0.6973039215686274,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.3809523809523809,,,,,,,,,,,0.3401680672268907,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5454545454545454,,,,,,,,,,,0.5592286501377411,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.9772727272727272,,,,,,,,,,,0.9885057471264368,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5641025641025641,,,,,,,,,,,0.5144826188304449,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6590909090909091,,,,,,,,,,,0.6465503935792559,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.9411764705882352,,,,,,,,,,,0.9380641145347028,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7368421052631579,,,,,,,,,,,0.7368421052631579,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6976744186046512,,,,,,,,,,,0.7263459700541574,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7317073170731707,,,,,,,,,,,0.6873280762882816,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6190476190476191,,,,,,,,,,,0.6216931216931216,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.75,,,,,,,,,,,0.7517482517482518,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5476190476190477,,,,,,,,,,,0.559325282729538,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4473684210526316,,,,,,,,,,,0.3725659513837916,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6363636363636364,,,,,,,,,,,0.59,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5,,,,,,,,,,,0.6302083333333334,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6744186046511628,,,,,,,,,,,0.6383319967923015,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7045454545454546,,,,,,,,,,,0.6867243867243867,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.725,,,,,,,,,,,0.8187715269804821,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5357142857142857,,,,,,,,,,,0.4782312925170068,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4186046511627907,,,,,,,,,,,0.4837469871669597,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5909090909090909,,,,,,,,,,,0.6753246753246753,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.275,,,,,,,,,,,0.1676102699144173,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7631578947368421,,,,,,,,,,,0.7590027700831025,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4761904761904761,,,,,,,,,,,0.3539219401288367,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6190476190476191,,,,,,,,,,,0.5738977072310406,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.8604651162790697,,,,,,,,,,,0.8761180679785332,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6976744186046512,,,,,,,,,,,0.7007109592840771,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4651162790697674,,,,,,,,,,,0.3881033779315972,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5517241379310345,,,,,,,,,,,0.4446939321037155,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7045454545454546,,,,,,,,,,,0.7640280183776454,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6511627906976745,,,,,,,,,,,0.6477595008508225,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7368421052631579,,,,,,,,,,,0.7724780701754387,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5454545454545454,,,,,,,,,,,0.5454545454545454,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4285714285714285,,,,,,,,,,,0.3,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4634146341463415,,,,,,,,,,,0.4104440275171982,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6363636363636364,,,,,,,,,,,0.6694214876033058,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5135135135135135,,,,,,,,,,,0.4291891891891892,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7619047619047619,,,,,,,,,,,0.8648648648648648,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6744186046511628,,,,,,,,,,,0.6677891192255077,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4634146341463415,,,,,,,,,,,0.4680176948828312,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5681818181818182,,,,,,,,,,,0.643953193133521,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.8888888888888888,,,,,,,,,,,0.8789115646258503,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6363636363636364,,,,,,,,,,,0.6033057851239669,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.8837209302325582,,,,,,,,,,,0.9382716049382716,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6208333333333333,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7209302325581395,,,,,,,,,,,0.7074750830564784,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6046511627906976,,,,,,,,,,,0.6865039241176754,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7073170731707317,,,,,,,,,,,0.7073170731707317,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.575,,,,,,,,,,,0.5539007092198582,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.3255813953488372,,,,,,,,,,,0.3255813953488372,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5405405405405406,,,,,,,,,,,0.4414657244845923,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7674418604651163,,,,,,,,,,,0.7898671096345513,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.3181818181818182,,,,,,,,,,,0.399881164587047,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.3809523809523809,,,,,,,,,,,0.3441211724964585,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6097560975609756,,,,,,,,,,,0.6144691881701426,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7674418604651163,,,,,,,,,,,0.8482252141982864,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6046511627906976,,,,,,,,,,,0.6006803019022176,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6428571428571429,,,,,,,,,,,0.5962984384037016,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7209302325581395,,,,,,,,,,,0.8016611295681064,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6923076923076923,,,,,,,,,,,0.6627218934911243,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5882352941176471,,,,,,,,,,,0.6063348416289593,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5454545454545454,,,,,,,,,,,0.7058823529411765,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5116279069767442,,,,,,,,,,,0.5132161089052751,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6818181818181818,,,,,,,,,,,0.684469696969697,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6388888888888888,,,,,,,,,,,0.6168746286393345,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6176470588235294,,,,,,,,,,,0.699889012208657,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6410256410256411,,,,,,,,,,,0.5991452991452992,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5483870967741935,,,,,,,,,,,0.4379382889200561,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.9375,,,,,,,,,,,0.967741935483871,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5128205128205128,,,,,,,,,,,0.4491369197251549,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.7804878048780488,,,,,,,,,,,0.7520931925737168,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.4523809523809524,,,,,,,,,,,0.4188532555879495,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.5476190476190477,,,,,,,,,,,0.4798385794995964,,,
,,,ambiguity_group_subject,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_subject_accuracies.csv,,0.6842105263157895,,,,,,,,,,,0.8125,,,
,,,ambiguity_group_weights,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_weights.csv,,,Physiology,,,,,,,,,,,0.2565789330758581,,
,,,ambiguity_group_weights,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_weights.csv,,,Behavior,,,,,,,,,,,0.6999686345694082,,
,,,ambiguity_group_weights,PRE,unbalanced,High,ambiguity_group_late_fusion_PRE_High_weights.csv,,,Gaze,,,,,,,,,,,0.0434524323547336,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.25,,,,,,,,,,,0.1,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.25,,,,,,,,,,,0.1,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.25,,,,,,,,,,,0.1,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,0.75,,,,,,,,,,,0.6428571428571428,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,PRE,balanced,Low,ambiguity_group_late_fusion_balanced_PRE_Low_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
