Method,Accuracy,F1-Score,analysis_type,time_period,class_weighting,subgroup,file_source,subject_id,accuracy,Modality,Average,Weighted,Stacking,Visit,N_subjects,N_trials,F1_Score,Mean_Subject_Acc,Std_Subject_Acc,f1_score,Weight,feature,mean_abs_shap
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.5,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_weights,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_weights.csv,,,Physiology,,,,,,,,,,,0.0787752933669322,,
,,,ambiguity_group_weights,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_weights.csv,,,Behavior,,,,,,,,,,,0.7870662603216698,,
,,,ambiguity_group_weights,POST,balanced,Medium,ambiguity_group_late_fusion_balanced_POST_Medium_weights.csv,,,Gaze,,,,,,,,,,,0.1341584463113978,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.1666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.5,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.1666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.5,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.5,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.5,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.8000000000000002,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.1666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.1666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.8000000000000002,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.1666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.5,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.1666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.8000000000000002,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.5,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.8000000000000002,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.1666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.8000000000000002,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.1666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.6666666666666666,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.0,,,,,,,,,,,0.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.5333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.5,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,1.0,,,,,,,,,,,1.0,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.8000000000000002,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.3333333333333333,,,,,,,,,,,0.5,,,
,,,ambiguity_group_subject,POST,balanced,High,ambiguity_group_late_fusion_balanced_POST_High_subject_accuracies.csv,,0.6666666666666666,,,,,,,,,,,0.8000000000000002,,,
