trial_id,fz_pz_theta_coh,f3_p3_theta_coh,f4_p4_theta_coh,mean_fp_theta_coh
109_0811_1000_U9TEJGM,0.9849607114773405,0.9515170792095624,0.3886458798147672,0.7750412235005567
111_0811_1000_U9TEJGM,0.9822951169008483,0.9217596614739003,0.14187508689118325,0.6819766217553106
112_0811_1000_U9TEJGM,0.9901286753280711,0.7186794848281095,0.31319258631960833,0.674000248825263
113_0811_1000_U9TEJGM,0.9694437121461362,0.8385520149185552,0.20356958611628873,0.6705217710603267
114_0811_1000_U9TEJGM,0.9875566183098146,0.8675095300425856,0.32323158627946974,0.7260992448772899
115_0811_1000_U9TEJGM,0.9582119710924748,0.9366134996990171,0.18729564546897756,0.6940403720868232
116_0811_1000_U9TEJGM,0.9923682155758086,0.8631474819308808,0.5355504098979408,0.7970220358015433
117_0811_1000_U9TEJGM,0.9916634216422158,0.8125032843375862,0.2810029483871191,0.6950565514556404
118_0811_1000_U9TEJGM,0.9821524986173765,0.7425282383064404,0.333602816308278,0.6860945177440315
119_0811_1000_U9TEJGM,0.9846572107421463,0.7953923490754128,0.10206798322134296,0.6273725143463006
120_0811_1000_U9TEJGM,0.9824183700778092,0.8742403375251125,0.18679815932552649,0.6811522889761493
121_0811_1000_U9TEJGM,0.9806436368212772,0.9561987377534593,0.44958613588952684,0.7954761701547545
122_0811_1000_U9TEJGM,0.980261642190568,0.8365151760610886,0.13436392843197784,0.6503802488945448
124_0811_1000_U9TEJGM,0.9831946104362445,0.7760981763691391,0.05848489539288041,0.605925894066088
125_0811_1000_U9TEJGM,0.9812359617915921,0.945992409292269,0.4571051473444247,0.7947778394760953
126_0811_1000_U9TEJGM,0.9872792872985059,0.8217163447414774,0.26092025822354054,0.6899719634211746
127_0811_1000_U9TEJGM,0.9756026532170639,0.8538944619120027,0.19119120229021846,0.6735627724730952
128_0811_1000_U9TEJGM,0.9809291791278895,0.9146856826346127,0.10528569002898336,0.6669668505971619
129_0811_1000_U9TEJGM,0.9854095487028962,0.8647694396201087,0.22201092637164802,0.6907299715648842
130_0811_1000_U9TEJGM,0.9814461646518563,0.8945162170905818,0.36436863743187997,0.7467770063914393
0_0831_1300_539136F,0.3028445224127391,0.4001507413616389,0.3251028676124938,0.34269937712895726
1_0831_1300_539136F,0.36063154220147625,0.4816442668335723,0.2458969683068634,0.3627242591139707
2_0831_1300_539136F,0.4246831518611784,0.4694379971343512,0.12709541953999953,0.3404055228451764
3_0831_1300_539136F,0.32247784911817123,0.6235835123617378,0.04809016998687895,0.33138384382226266
4_0831_1300_539136F,0.2291568858608116,0.5746667999728453,0.21121052782214247,0.3383447378852665
5_0831_1300_539136F,0.31838052951430357,0.38365187602284073,0.24908424294014386,0.3170388828257627
6_0831_1300_539136F,0.41297316514070515,0.5937950415380969,0.1666683000540072,0.3911455022442698
7_0831_1300_539136F,0.45502606776141125,0.2073948303477687,0.16583966569997302,0.276086854603051
8_0831_1300_539136F,0.4135794466041527,0.5365188155370688,0.09345721782043846,0.34785182665388664
9_0831_1300_539136F,0.3219017918213058,0.3907619778917435,0.24719144733985854,0.31995173901763596
10_0831_1300_539136F,0.2487198579328487,0.6001300005992877,0.4071547455081313,0.4186682013467559
11_0831_1300_539136F,0.14714263593233173,0.6954783074776881,0.20060672062378407,0.34774255467793463
12_0831_1300_539136F,0.36546440616145187,0.4493423169881467,0.21518712966574113,0.3433312842717799
13_0831_1300_539136F,0.43782463142247324,0.31121335108982456,0.23744124916311504,0.32882641055847095
14_0831_1300_539136F,0.4720736607164488,0.3986553983703455,0.27107771914979295,0.3806022594121958
