ambiguity,modality,accuracy_mean,accuracy_std,accuracy_sem,n_subjects
Low,Gaze+Physio,0.690860477609337,0.18665653905246832,0.020868835488308167,80
Medium,Gaze+Physio,0.6196375487766246,0.19414258336558535,0.021705800686643437,80
High,Gaze+Physio,0.6405042764446921,0.1613840574108833,0.018043286142773188,80
