feature,invest_mean,keep_mean,difference,t_statistic,p_value,cohens_d,significant
pupil_slope_pre,-0.7527705691881651,-0.3980102460617257,-0.3547603231264394,-17.656323180634445,6.223602248004149e-69,-0.33286561997055525,Yes
pupil_std_pre,0.653087459678937,0.5528836379160564,0.10020382176288056,13.954634725775167,6.289923512308162e-44,0.26307958298772377,Yes
pupil_velocity_mean_pre,0.03363300830934455,0.0309303950468921,0.002702613262452448,8.838089663184345,1.1028187769111839e-18,0.1666199788593528,Yes
pupil_mean_pre,0.42953844241204414,0.39624608482742696,0.03329235758461718,5.671507862314751,1.4468172751982324e-08,0.10692203362180655,Yes
gaze_dispersion_x,0.26418705796359393,0.28457566849467153,-0.0203886105310776,-3.4734457827817726,0.0005155595290095016,-0.06548309475824966,Yes
gaze_velocity_mean,0.6275453750602816,0.5884854919888853,0.039059883071396295,1.2523680055743254,0.21045921259960138,0.023610252731667895,No
fixation_ratio,0.997509788682456,0.9977893256546246,-0.00027953697216864803,-1.252273006224649,0.2104938139203163,-0.02360846175757305,No
saccade_count,0.36355911629036175,0.366721273110227,-0.0031621568198652583,-0.09796159317904006,0.9219643603768162,-0.001846819754783894,No
