feature,bin_idx,time_start,time_end,time_label,invest_mean,keep_mean,difference,t_statistic,p_value,cohens_d,abs_cohens_d,significant,significant_bonferroni
pupil_velocity_std,0,-2.0,-1.5,-2.0s to -1.5s,0.037128420369565804,0.0372979094370527,-0.0001694890674868929,-0.24795510102459373,0.8041742140583686,-0.0051138629614265315,0.0051138629614265315,False,False
pupil_velocity_std,1,-1.5,-1.0,-1.5s to -1.0s,0.03422916542564101,0.0320665760259101,0.0021625893997309076,3.9527361293379797,7.779208409879056e-05,0.08152181908977561,0.08152181908977561,True,True
pupil_velocity_std,2,-1.0,-0.5,-1.0s to -0.5s,0.02086675214997191,0.02116613144477762,-0.00029937929480571,-0.9873506478500506,0.3234945485496705,-0.020363266926620136,0.020363266926620136,False,False
pupil_velocity_std,3,-0.5,0.0,-0.5s to 0.0s,0.019692576846886377,0.020481040989965366,-0.0007884641430789888,-2.830701053932484,0.004653834176611131,-0.058380800454436194,0.058380800454436194,True,False
pupil_max_dilation_rate,0,-2.0,-1.5,-2.0s to -1.5s,0.03421062211460242,0.03566467935105886,-0.0014540572364564394,-1.3132148615555137,0.1891405509482236,-0.027083939040389072,0.027083939040389072,False,False
pupil_max_dilation_rate,1,-1.5,-1.0,-1.5s to -1.0s,0.0340489529537432,0.0362323420749244,-0.002183389121181198,-2.9315234374738246,0.003380644103510546,-0.060460176320245314,0.060460176320245314,True,False
pupil_max_dilation_rate,2,-1.0,-0.5,-1.0s to -0.5s,0.039053920477368595,0.04097700830104625,-0.0019230878236776577,-3.147353222222065,0.0016523755554264297,-0.06491148197048566,0.06491148197048566,True,False
pupil_max_dilation_rate,3,-0.5,0.0,-0.5s to 0.0s,0.03510674028352276,0.035614074000063244,-0.0005073337165404854,-0.9104273202428244,0.3626190384249834,-0.018776788752568548,0.018776788752568548,False,False
pupil_max_constriction_rate,0,-2.0,-1.5,-2.0s to -1.5s,0.08377792564892816,0.08331488598861773,0.00046303966031042976,0.2648242656183653,0.7911502759186497,0.005461775126370215,0.005461775126370215,False,False
pupil_max_constriction_rate,1,-1.5,-1.0,-1.5s to -1.0s,0.07499125974609382,0.06646086849548845,0.008530391250605368,5.517841025171391,3.5170715574514724e-08,0.11380077574151212,0.11380077574151212,True,True
pupil_max_constriction_rate,2,-1.0,-0.5,-1.0s to -0.5s,0.029640150898405215,0.028679876031842706,0.0009602748665625098,1.6324217111566113,0.1026220193723025,0.033667308684584424,0.033667308684584424,False,False
pupil_max_constriction_rate,3,-0.5,0.0,-0.5s to 0.0s,0.028151618241951094,0.02983097198929017,-0.001679353747339074,-3.287298398062052,0.001015008992087946,-0.06779773213594383,0.06779773213594383,True,False
pupil_acceleration_mean,0,-2.0,-1.5,-2.0s to -1.5s,0.007197622631082827,0.007258575927407692,-6.0953296324864695e-05,-0.49578010180970306,0.6200604105298813,-0.010225042716122398,0.010225042716122398,False,False
pupil_acceleration_mean,1,-1.5,-1.0,-1.5s to -1.0s,0.006466481386231118,0.006181341113070008,0.00028514027316110975,2.7755357076707323,0.005521277829131769,0.05724306213069725,0.05724306213069725,True,False
pupil_acceleration_mean,2,-1.0,-0.5,-1.0s to -0.5s,0.004256532150800431,0.004353759745994634,-9.722759519420303e-05,-1.535017479045603,0.12481102594676877,-0.03165842928335254,0.03165842928335254,False,False
pupil_acceleration_mean,3,-0.5,0.0,-0.5s to 0.0s,0.0038899011747033085,0.0040456717141923,-0.0001557705394889912,-2.834364805550174,0.0046008490553700295,-0.05845636221388439,0.05845636221388439,True,False
pupil_acceleration_std,0,-2.0,-1.5,-2.0s to -1.5s,0.007848672458474487,0.008047703116824496,-0.00019903065835000927,-1.4305730930109408,0.1525837059176902,-0.02950435269825895,0.02950435269825895,False,False
pupil_acceleration_std,1,-1.5,-1.0,-1.5s to -1.0s,0.00740617617146928,0.007088218222341666,0.00031795794912761396,2.583138007935945,0.009804616294695558,0.05327502329434438,0.05327502329434438,True,False
