feature,mean_abs_shap
ambiguity,0.11033922548075561
reaction_time,0.06346247353782822
risk_premium,0.017268405300617535
invest_variance,0.01706986893453674
ev_difference,0.012834194260873828
condition_social,0.0022708211886987716
