Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight,EEG_Weight
Low,3498,82,0.8137832974486805,0.02086827500075361,0.18781447500678253,0.7447215536945788,0.026420362989955877,0.04357194665070248,0.7483601552819694,0.13089445050805368,0.07717344755927436
Medium,3470,82,0.6872372611679763,0.026698454725096694,0.24028609252587027,0.5869452391038761,0.03250614162575396,0.18328579345852944,0.6029741987775651,0.12542899761728074,0.08831101014662475
High,3463,82,0.5785016043023313,0.01754435010250149,0.1578991509225134,0.581071389916805,0.01872941219315642,0.47598757194069924,0.40779625709921574,0.08409968550584093,0.03211648545424411
