Group,RT_Min,RT_Max,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight,EEG_Weight
Fast,0.6771241999958875,2.209086400005617,5401,93,0.8122342120784959,0.017092589638114556,0.16394636040303626,0.8075262577555359,0.017327995913099064,0.007688891096945097,0.9213857517507148,0.06669190278517412,0.0042334543671660105
Slow,2.209161000093445,5.008580999972764,5401,94,0.7012575561195726,0.014836817147464227,0.14308108297485672,0.6828615889511641,0.016416283044005137,0.0084785126469847,0.39811299339615336,0.5902098328483842,0.0031986611084776875
