accuracy,f1_score
0.75,0.6813725490196079
0.8095238095238095,0.7601029601029601
0.7380952380952381,0.7323466700112881
0.625,0.5962469733656175
0.8292682926829268,0.8095937041316636
0.6111111111111112,0.5763888888888888
0.6904761904761905,0.700837608323914
0.6,0.45
0.4146341463414634,0.3139759969028262
0.47619047619047616,0.3225806451612903
0.5476190476190477,0.47756381549484994
0.6176470588235294,0.605456095481671
0.8636363636363636,0.8874125874125874
0.8076923076923077,0.7728937728937727
0.8604651162790697,0.8448121645796065
0.6511627906976745,0.6078289758775097
0.7333333333333333,0.7384370015948963
0.75,0.6623376623376623
0.9767441860465116,0.9882352941176472
0.631578947368421,0.631578947368421
0.7441860465116279,0.7290198230138296
0.7941176470588235,0.7262656475019387
0.868421052631579,0.826195924594094
0.8974358974358975,0.866096866096866
0.6829268292682927,0.5762892852809125
0.9545454545454546,0.9323467230443974
0.5238095238095238,0.42857142857142855
0.6363636363636364,0.6442859972271737
0.972972972972973,0.9596445760829322
0.5384615384615384,0.48653846153846153
0.5,0.5764705882352942
0.9047619047619048,0.9047619047619048
0.55,0.56875
0.8157894736842105,0.7926373310324992
0.5263157894736842,0.5342768686421937
0.6153846153846154,0.6108209522843671
0.6190476190476191,0.7107142857142857
0.7441860465116279,0.6702041707610001
0.6428571428571429,0.5896548213012932
0.34210526315789475,0.41803433314468963
0.6590909090909091,0.6057091210363786
0.4,0.38618925831202044
0.5,0.434065934065934
0.8181818181818182,0.7363636363636363
0.7027027027027027,0.6764920022062879
0.38095238095238093,0.5517241379310345
0.627906976744186,0.5613903475868967
0.525,0.503424178895877
1.0,1.0
0.8518518518518519,0.8177777777777778
0.5,0.5
1.0,1.0
0.7142857142857143,0.675
0.8372093023255814,0.8243694726498526
0.9302325581395349,0.9256907355229405
0.7567567567567568,0.711126711126711
0.525,0.5234920634920635
0.7674418604651163,0.7068543451652387
0.59375,0.5588547189819725
0.9302325581395349,0.9275264270613106
0.8181818181818182,0.7772727272727273
0.8421052631578947,0.8542044767090139
0.6829268292682927,0.6679806192001315
0.6923076923076923,0.6519893899204244
0.6428571428571429,0.5723065345541203
0.9534883720930233,0.9307862679955704
0.6153846153846154,0.5964380447139067
0.7058823529411765,0.5841784989858012
0.8372093023255814,0.911392405063291
0.6341463414634146,0.5807445442875482
0.7045454545454546,0.6505928853754941
0.7222222222222222,0.6770662287903667
0.7272727272727273,0.7768595041322314
0.7368421052631579,0.7459954233409611
0.48,0.44292020373514435
1.0,1.0
0.6923076923076923,0.6840806252570959
0.7560975609756098,0.6510840108401085
0.5,0.5008547008547009
0.9375,0.967741935483871
