desktop_id,mean,std,count,sem
539136F,0.6890972100845043,0.16302554368387975,31,0.029280252011422408
9M4VCHG,0.6614835114007566,0.1551714862559141,30,0.028330307767989
U9TEJGM,0.6674094217459471,0.11351298875797401,30,0.0207245415041909
