Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Fast,97,97,0.6494845360824743,0.0486970196589979,0.4771314006353045,0.6494845360824743,0.0486970196589979,0.2431916598011132,0.6994400099507411,0.057368330248145645
Slow,485,97,0.5896907216494846,0.03022980908913339,0.2961904291605037,0.5147929962362952,0.033180702684480944,0.18188647021023174,0.41803989758295856,0.4000736322068096
