accuracy,f1_score
0.4146341463414634,0.43564009802777454
0.9545454545454546,0.9323467230443974
0.6341463414634146,0.5308464849354376
0.8837209302325582,0.8458724084276041
1.0,1.0
0.7142857142857143,0.5952380952380952
0.6829268292682927,0.6255066132750879
0.8837209302325582,0.8291702555268445
0.8780487804878049,0.8666455495723787
0.5813953488372093,0.44459644322845415
0.8333333333333334,0.8577777777777778
1.0,1.0
0.3488372093023256,0.18043303929430635
0.7857142857142857,0.7278064401352072
0.7727272727272727,0.6736596736596737
0.6590909090909091,0.6255700820918212
0.7804878048780488,0.7873399135329145
0.8636363636363636,0.8004434589800443
0.7931034482758621,0.7931034482758621
0.9772727272727273,0.9660397074190178
0.813953488372093,0.7749842866121935
0.5454545454545454,0.40641711229946526
0.9545454545454546,0.9545454545454546
0.6976744186046512,0.6463764409287711
1.0,1.0
0.575,0.41984126984126985
0.9069767441860465,0.8848553601815088
0.5714285714285714,0.5286189947677183
0.8378378378378378,0.7885532591414944
0.75,0.6623376623376623
0.6046511627906976,0.5337121029739836
0.6923076923076923,0.5874125874125874
1.0,1.0
0.5,0.5
0.4634146341463415,0.30894308943089427
0.6428571428571429,0.577639751552795
0.7407407407407407,0.6304176516942475
0.9772727272727273,0.9885057471264368
0.47619047619047616,0.3583333333333333
0.5227272727272727,0.35888738127544095
0.775,0.6976284584980237
0.7037037037037037,0.6121212121212122
0.8048780487804879,0.7712737127371273
0.9318181818181818,0.8989304812834225
0.8292682926829268,0.837583992278279
0.2702702702702703,0.11500862564692352
0.9285714285714286,0.9360119047619049
0.7804878048780488,0.8339458737053123
1.0,1.0
0.9767441860465116,0.9652530779753762
0.8636363636363636,0.8004434589800443
0.76,0.687142857142857
1.0,1.0
0.9090909090909091,0.8658008658008658
0.8461538461538461,0.8696581196581196
0.9302325581395349,0.9414401793219389
0.6829268292682927,0.574054436196536
0.7317073170731707,0.6395845229355304
0.9772727272727273,0.9660397074190178
0.925,0.9129870129870129
0.04878048780487805,0.0045377197958026095
0.627906976744186,0.4843853820598007
0.48717948717948717,0.41641691641691647
0.9545454545454546,0.9767441860465116
0.72,0.6835772357723577
0.6511627906976745,0.5135931870291516
1.0,1.0
0.8636363636363636,0.8004434589800443
1.0,1.0
1.0,1.0
0.6904761904761905,0.6824016563146998
0.9534883720930233,0.9307862679955704
0.8809523809523809,0.857761286332715
0.7317073170731707,0.7007901064926142
1.0,1.0
1.0,1.0
0.6818181818181818,0.6336088154269972
0.8048780487804879,0.7178642056690837
0.7674418604651163,0.6664626682986536
0.813953488372093,0.7722122838401908
0.8333333333333334,0.7575757575757576
1.0,1.0
0.9230769230769231,0.9107692307692307
0.9047619047619048,0.8595238095238096
1.0,1.0
0.6976744186046512,0.5734310289901242
1.0,1.0
0.45161290322580644,0.3815518339515192
0.5897435897435898,0.43755169561621177
0.8205128205128205,0.8782954135066812
1.0,1.0
1.0,1.0
0.6388888888888888,0.5235867446393763
0.7317073170731707,0.6792627745281978
0.9743589743589743,0.987012987012987
1.0,1.0
1.0,1.0
