subject_id,accuracy
0806_1000_539136F,0.5338983050847458
0806_1000_U9TEJGM,0.6870229007633588
0811_1000_4LI8GO7,0.6611570247933884
0811_1000_539136F,0.7230769230769231
0811_1000_U9TEJGM,0.7938931297709924
0813_1000_539136F,0.4806201550387597
0813_1000_9M4VCHG,0.6585365853658537
0813_1000_U9TEJGM,0.6953125
0813_1600_539136F,0.5725806451612904
0813_1600_9M4VCHG,0.5461538461538461
0813_1600_U9TEJGM,0.5040650406504065
0816_1400_539136F,0.813953488372093
0816_1400_9M4VCHG,0.41935483870967744
0816_1400_U9TEJGM,0.616
0817_1000_539136F,0.5419847328244275
0817_1000_9M4VCHG,0.6641221374045801
0817_1000_U9TEJGM,0.7142857142857143
0818_1600_539136F,0.6666666666666666
0818_1600_9M4VCHG,0.8
0818_1600_U9TEJGM,0.6742424242424242
0819_1400_539136F,0.5813953488372093
0819_1400_9M4VCHG,0.5436893203883495
0819_1400_U9TEJGM,0.7751937984496124
0823_1400_539136F,0.5038167938931297
0823_1400_9M4VCHG,0.9924242424242424
0823_1400_U9TEJGM,0.5691056910569106
0824_1000_539136F,0.8015267175572519
0824_1000_9M4VCHG,0.6822429906542056
0824_1000_U9TEJGM,0.7017543859649122
0824_1600_539136F,0.6183206106870229
0824_1600_9M4VCHG,0.609375
0824_1600_U9TEJGM,0.6859504132231405
0825_1000_539136F,0.918918918918919
0825_1000_9M4VCHG,0.4444444444444444
0825_1300_539136F,0.6129032258064516
0825_1300_9M4VCHG,0.6386554621848739
0825_1300_U9TEJGM,0.5617977528089888
0826_1000_539136F,0.8939393939393939
0826_1000_9M4VCHG,0.5433070866141733
0826_1300_539136F,0.6212121212121212
0826_1300_9M4VCHG,0.6033057851239669
0826_1300_U9TEJGM,0.46153846153846156
0827_1000_539136F,0.6796875
0827_1000_9M4VCHG,0.6641221374045801
0827_1000_U9TEJGM,0.6065573770491803
0828_1300_9M4VCHG,0.39823008849557523
0828_1300_U9TEJGM,0.7027027027027027
0830_1300_539136F,0.6984126984126984
0830_1300_9M4VCHG,0.7938931297709924
0830_1300_U9TEJGM,0.6821705426356589
0831_1000_539136F,0.6030534351145038
0831_1000_9M4VCHG,0.6708860759493671
0831_1000_U9TEJGM,0.9621212121212122
0831_1300_539136F,0.8461538461538461
0831_1300_9M4VCHG,0.7310924369747899
0831_1300_U9TEJGM,0.6356589147286822
0901_1000_539136F,0.616
0901_1000_9M4VCHG,0.5967741935483871
0901_1000_U9TEJGM,0.8484848484848485
0901_1300_539136F,0.7931034482758621
0901_1300_9M4VCHG,0.3387096774193548
0901_1300_U9TEJGM,0.5234375
0915_1000_539136F,0.4369747899159664
0915_1000_9M4VCHG,0.8702290076335878
0915_1000_U9TEJGM,0.6219512195121951
0917_1030_539136F,0.6106870229007634
0917_1030_9M4VCHG,0.9844961240310077
0917_1030_U9TEJGM,0.7441860465116279
0920_1600_539136F,0.6875
0920_1600_9M4VCHG,0.7421875
0920_1600_U9TEJGM,0.6829268292682927
0922_1000_539136F,0.8130081300813008
0922_1000_9M4VCHG,0.6589147286821705
0922_1000_U9TEJGM,0.5454545454545454
0923_1000_539136F,0.9465648854961832
0923_1000_9M4VCHG,0.7862595419847328
0923_1000_U9TEJGM,0.578125
0923_1600_539136F,0.743801652892562
0923_1600_9M4VCHG,0.7076923076923077
0923_1600_U9TEJGM,0.671875
0924_1000_539136F,0.6875
0924_1000_9M4VCHG,0.9076923076923077
0924_1000_U9TEJGM,0.7833333333333333
0924_1600_539136F,0.9152542372881356
0924_1600_9M4VCHG,0.5461538461538461
0924_1600_U9TEJGM,0.6422764227642277
0927_0930_539136F,0.7633587786259542
0927_0930_U9TEJGM,0.5656565656565656
0928_1600_539136F,0.2909090909090909
0928_1600_9M4VCHG,0.7777777777777778
0928_1600_U9TEJGM,0.7741935483870968
0930_1700_539136F,0.9789473684210527
0930_1700_9M4VCHG,0.6428571428571429
0930_1700_U9TEJGM,0.6666666666666666
1005_1600_539136F,0.7768595041322314
1005_1600_9M4VCHG,0.7886178861788617
1005_1600_U9TEJGM,0.9215686274509803
