Modality,Average,Weighted,Stacking
Physiology,0.3333333333333333,0.0004902099801858551,0.19354039075824514
Behavior,0.3333333333333333,0.0027321433344425048,0.4957548579633761
Gaze,0.3333333333333333,0.9967776466853716,0.31070475127837865
