team,v1_team_acc,v2_team_acc
Team 15,0.6255362384285392,0.7530358509691967
Team 16,0.7028567946231177,0.5301363310212868
Team 21,0.747857250875181,0.5639226710362141
Team 22,0.7232220760208756,0.6918949839240981
Team 23,0.669947346407925,0.8661339058524172
Team 24,0.7465066056910569,0.7119705578512396
Team 25,0.7264631043256997,0.7216409927257167
Team 26,0.7312061892707055,0.8414634146341464
