Modality,Average,Weighted,Stacking
Physiology,0.3333333333333333,0.034973170391778316,0.0960752155142421
Behavior,0.3333333333333333,0.9640476548809837,0.7812112806310315
Gaze,0.3333333333333333,0.0009791747272380907,0.1227135038547264
