Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Fast,97,97,0.7010309278350515,0.04672465512332354,0.4578062538386499,0.7010309278350515,0.04672465512332354,0.023454042364681356,0.9765459576353186,0
Slow,485,97,0.6082474226804123,0.026038156935701346,0.25512079333991644,0.5810342006218295,0.02912109564727976,0.00542505194618256,0.9945749480538175,0
