Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Fast,5734,97,0.7306334883615586,0.019045001799312806,0.18660214623481552,0.7417388260212416,0.01972820033527778,0.0021342298414245347,0.9978657701585755,0
Slow,5733,97,0.632321253473225,0.014722899991972231,0.14425437005743405,0.6267351914639345,0.0163868668628765,0.005061326041181183,0.9949386739588189,0
