Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Low,3830,97,0.807021241397299,0.01964042363844949,0.19243606498519314,0.7361472515293696,0.02480105859999808,0.03346603655113393,0.9568283573355129,0.00970560611335314
Medium,3820,97,0.686160147938379,0.02404323577299733,0.2355746376370981,0.5848847759026752,0.029458731308563635,0.04483157280431849,0.9450540106493922,0.010114416546289223
High,3817,97,0.5925834644415813,0.01651964176068279,0.1618587721889805,0.5945868785896622,0.017815393882521364,0.026703259218183204,0.9599244331696439,0.013372307612172857
