Modality,Weight,Percentage
Physiology,0.034255536640600395,3.4255536640600397
Behavior,0.8750653531952303,87.50653531952302
Gaze,0.05113231773075744,5.113231773075744
EEG,0.039546792433412026,3.954679243341203
