Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Low,4177,97,0.807021241397299,0.01964042363844949,0.19243606498519314,0.7361472515293696,0.02480105859999808,0.05453725477955912,0.7206703197564887,0.2247924254639522
Medium,4162,97,0.6863917427665358,0.02404524846729944,0.23559435793329164,0.5846080021652321,0.029414683756132806,0.3056910128789009,0.6281519639568367,0.06615702316426243
High,4172,97,0.5913569997891742,0.01628009341488664,0.15951168732526713,0.577806191860039,0.018693484099921737,0.5809145589577202,0.34589894474541677,0.07318649629686305
