Modality,Average,Weighted,Stacking
Physiology,0.3333333333333333,0.5233105238903458,0.4760793129736551
Behavior,0.3333333333333333,0.45770732053253377,0.3690080740199929
Gaze,0.3333333333333333,0.018982155577120435,0.15491261300635198
