Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Fast,6256,97,0.6942714680805635,0.027621000520801665,0.27062942984445,0.6069008774207578,0.031826149990440734,0.2624786160286373,0.7157656713594811,0.021755712611881563
Slow,6255,97,0.6022271204240366,0.017335824816487818,0.16985570028269192,0.470992410823263,0.021243910017249703,0.44632861039417726,0.4931074027580937,0.060563986847728964
