Feature,F_Score,L1_Coef
ambiguity,1174.0416655711197,0.6448613271795764
reaction_time,437.59387092458155,0.33766714601626097
decision_time,345.9383006418399,0.040520309333637844
risk_premium,136.1515302512352,0.19588944648605372
invest_variance,126.38251983523841,0.0763894507822974
ev_difference,119.28754789947433,0.011606852017282692
condition_social,0.12047301248641912,0.006370991785711028
