Low,Medium,High
0.05013305983344795,0.04543295294405134,0.1139818835424589
0.06090920198420964,0.0024013305119386817,0.00017174460528058885
0.48928245866626374,0.8466778888713876,0.5340510604575024
0.14709906506451814,0.12797293288352063,0.014298110828322927
0.10783513521330206,0.12157659476807224,0.07193155971992758
0.5639495881004427,0.7896272615063477,0.920626532955107
