feature,bin_idx,time_start,time_end,time_label,invest_mean,keep_mean,difference,t_statistic,p_value,cohens_d,abs_cohens_d,significant,significant_bonferroni
pupil_velocity_mean,3,-0.5,0.0,-0.5s to 0.0s,0.01961532274172968,0.020152081369255236,-0.0005367586275255576,-2.1203584559309876,0.034001723574795764,-0.04511135128633807,0.04511135128633807,True,False
pupil_velocity_std,0,-2.0,-1.5,-2.0s to -1.5s,0.03607803680152649,0.03612874083903121,-5.070403750472019e-05,-0.07284485654300335,0.9419311120051608,-0.0015497992349937282,0.0015497992349937282,False,False
pupil_velocity_std,1,-1.5,-1.0,-1.5s to -1.0s,0.03371886873175957,0.03124939523310934,0.0024694734986502286,4.408981415322017,1.0500206953171207e-05,0.09380258742817074,0.09380258742817074,True,True
pupil_velocity_std,2,-1.0,-0.5,-1.0s to -0.5s,0.02049976007273656,0.020711923911595022,-0.00021216383885846318,-0.6815531961261894,0.495538165979161,-0.014500277330360837,0.014500277330360837,False,False
pupil_velocity_std,3,-0.5,0.0,-0.5s to 0.0s,0.019345807595722884,0.01998236553095652,-0.0006365579352336365,-2.2535145170873223,0.024249476544452052,-0.0479442920251676,0.0479442920251676,True,False
pupil_max_dilation_rate,0,-2.0,-1.5,-2.0s to -1.5s,0.0339900764405905,0.03494735700839468,-0.0009572805678041765,-0.831620620800668,0.405644062914868,-0.017693013111516328,0.017693013111516328,False,False
pupil_max_dilation_rate,1,-1.5,-1.0,-1.5s to -1.0s,0.03343985938763905,0.035343245085221076,-0.0019033856975820274,-2.4990134987607684,0.012470738916864914,-0.053167366817890076,0.053167366817890076,True,False
pupil_max_dilation_rate,2,-1.0,-0.5,-1.0s to -0.5s,0.03822106399422011,0.03990008733534959,-0.0016790233411294805,-2.7068014827044395,0.006805652672188651,-0.05758812723721609,0.05758812723721609,True,False
pupil_max_dilation_rate,3,-0.5,0.0,-0.5s to 0.0s,0.03442575088695936,0.03461798347276067,-0.00019223258580131075,-0.3436693532254717,0.7311025821700486,-0.007311683020546528,0.007311683020546528,False,False
pupil_max_constriction_rate,0,-2.0,-1.5,-2.0s to -1.5s,0.08095155957724688,0.08039769970179354,0.0005538598754533386,0.3126734939867834,0.7545356121517233,0.006652235515042363,0.006652235515042363,False,False
pupil_max_constriction_rate,1,-1.5,-1.0,-1.5s to -1.0s,0.07391772140161652,0.06465966502121392,0.009258056380402599,5.866523696428712,4.599335019555072e-09,0.12481229792017573,0.12481229792017573,True,True
