feature,mean_abs_shap
ambiguity,0.09986964506746386
reaction_time,0.04740089945320029
decision_time,0.02906012122887346
risk_premium,0.015878844523050984
invest_variance,0.014958065774791777
ev_difference,0.013620139958839265
condition_social,0.001395691801296505
