ambiguity,Behavior_shapley,Behavior_pct,Physio_shapley,Physio_pct,Gaze_shapley,Gaze_pct,EEG_shapley,EEG_pct,full_accuracy
Low,0.06606385013578915,28.83591159435646,0.014848959505538661,6.481355275083031,0.09583974699884441,41.83265834497605,0.05235013678297814,22.850074785584454,0.7291026934231504
Medium,0.11329000246356767,59.13474119963448,-0.006050783275389696,-3.158367863574838,0.06170574736424697,32.2089621464014,0.022634467406893587,11.814664517538958,0.6915794339593185
High,0.09039566045202932,47.40460321725919,0.01961495115580006,10.286323171011768,0.06615081235559617,34.690304783828864,0.014528201762874901,7.618768827900181,0.6906896257263004
