modality,shapley_value,normalized,percentage
Behavior,0.13616685377713458,0.677959379242604,67.7959379242604
Gaze,0.05526939930966897,0.27518009418373507,27.518009418373506
EEG,0.012789135600139214,0.06367566108791037,6.367566108791037
Physio,-0.0033772878327940348,-0.01681513451424937,-1.681513451424937
