Group,N_Trials,N_Subjects,Accuracy,Accuracy_SEM,Accuracy_SD,F1-Score,F1_SEM,Physiology_Weight,Behavior_Weight,Gaze_Weight
Fast,6256,97,0.6942714680805635,0.027621000520801665,0.27062942984445,0.6069008774207578,0.031826149990440734,0.2624786160286115,0.7157656713595066,0.02175571261188181
Slow,6255,97,0.6022271204240366,0.017335824816487818,0.16985570028269192,0.470992410823263,0.021243910017249703,0.44632861039385885,0.49310740275836096,0.06056398684778013
